"","dat_smoothed.1","dat_smoothed.2","dat_smoothed.3","dat_smoothed.4","dat_smoothed.5","dat_smoothed.6","dat_smoothed.7"
"FBgn0262617",6.62206463958605,6.60321317745458,6.60884685095728,6.71723271715149,6.76682371451717,6.77940324704897,6.73006474562528
"FBgn0262619",2.13437498547763,2.0893672874181,2.05276129890472,2.04964143650607,2.11544118494499,2.24207568359307,2.60765948137598
"FBgn0262620",0.899723285168909,0.695997520622799,0.646986981112254,1.18191354340373,1.45645006111435,1.53568251389199,1.29571995914887
"FBgn0262621",4.44402371447564,4.32108089439198,4.23445827564351,4.20385057714976,4.179050578353,4.09650153384134,3.81555727549107
"FBgn0262622",4.8939384056446,5.0755264317098,5.2197876147499,5.31329259521799,5.27900466549573,5.20721325978631,5.0010878565218
"FBgn0262623",10.0543258367017,9.88779386422211,9.80061740163012,9.94236822768462,10.0008524113909,9.94207539307996,9.58812420478249
"FBgn0262624",3.08567693577003,3.25188240158681,3.38517948514169,3.48941311008643,3.48803032074629,3.47272783510505,3.42287934622927
"FBgn0262631",1.76203787829676,1.22564871639571,0.901860796084956,1.20143680905154,1.50605007388643,1.69706643087798,1.82181301732348
"FBgn0262636",4.2299445942775,4.23553587560075,4.27310657464795,4.45117767729583,4.48936336451235,4.43138062677621,4.12843697582522
"FBgn0262647",5.60576036592343,5.70030463880169,5.75628462460081,5.70961390910679,5.68289870204013,5.70314038764736,5.8397021591002
"FBgn0262656",4.18101416860186,4.47608271029797,4.6590129489331,4.54422687289841,4.44067610827434,4.43491621039417,4.63011643624968
"FBgn0262679",1.42118912096093,1.713155944973,1.92207678769536,1.94869347240757,1.86168054572435,1.77654077420124,1.62707464318228
"FBgn0262681",2.72425257133082,2.78662455791575,2.77759366089866,2.49285826523422,2.39492455181073,2.4380042024792,2.80343916223899
"FBgn0262682",3.76697776376423,3.97164616962504,4.06452503884859,3.78460306895513,3.62388784772891,3.58760327806231,3.77163109720283
"FBgn0262687",5.91399117213562,5.98750414689526,6.01048424708311,5.85332908600116,5.77922337133693,5.77614186026869,5.91367690207714
"FBgn0262688",4.30370085870647,4.10776577610977,3.95215312169241,3.83431272890471,3.83053073523143,3.83269564084717,3.83977538237488
"FBgn0262689",0.237498801467533,0.687974805922143,0.958813304568756,0.724876189842315,0.523367154228193,0.467206338316926,0.664837098813911
"FBgn0262690",2.93404332352398,3.13230001905823,3.24120471461663,3.0877115649207,2.99608172586476,3.00572680495532,3.23352243465609
"FBgn0262699",5.55065747575297,5.53393506164591,5.5425859294645,5.6553226302578,5.69716026563921,5.69023127981298,5.579649792995
"FBgn0262714",4.92206110924929,4.94099627555821,4.97326966688455,5.07851656639547,5.10574876950234,5.08840908116122,4.96737861113537
"FBgn0262716",5.49016781656861,5.72683071697173,5.8947656865399,5.90758078903248,5.83231099418826,5.76002865060888,5.63538375349565
"FBgn0262717",4.45981379705685,4.30883202151591,4.22992093543373,4.39373429798222,4.52916859971999,4.62720634821735,4.73814858091573
"FBgn0262719",2.21616218843627,2.33926799620834,2.39488648606311,2.22468348674524,2.12647282552932,2.10276243103308,2.20908950003942
"FBgn0262721",1.77567015475608,3.46319097624194,4.46760337752566,3.49052962372996,2.61213465769256,2.21352210306024,2.45820326938887
"FBgn0262728",6.12181411276282,6.10841048355837,6.13539258264955,6.33733849778498,6.40783599638539,6.39287616165527,6.19431029880537
"FBgn0262730",4.72918485160843,4.66556834909951,4.62091826805984,4.61471259056458,4.62279294670908,4.61793495814549,4.58000824688456
"FBgn0262731",2.68239026170425,2.76788916316974,2.8200548525151,2.78700613089868,2.76705982443071,2.78716698737207,2.90942598758897
"FBgn0262732",6.62463018607072,6.65361345236637,6.70905930552962,6.91542673988254,6.99585022224309,7.01730072912916,6.94411437495588
"FBgn0262733",4.29562954299927,4.30922959823139,4.32785065688298,4.37600335955605,4.38225190738766,4.3629010381085,4.27515435008842
"FBgn0262734",6.54003323162547,6.50460329190084,6.47971888078031,6.48357282676122,6.50563283456158,6.53534171976711,6.60690415018702
"FBgn0262736",10.2470934405121,10.2395333874705,10.2284214751747,10.1814428442371,10.1386211936831,10.0798352678384,9.93307037065657
"FBgn0262737",7.66175286042516,7.55459871909827,7.47451723615094,7.43004449870944,7.41829828819421,7.3822463165561,7.25892893401207
"FBgn0262738",7.38878907236631,7.40663470351757,7.40928039435837,7.35044812309202,7.3166996830487,7.2982589289305,7.29324598603504
"FBgn0262739",6.86734469080795,6.84477228974498,6.83144113004101,6.84020011555247,6.84053008966967,6.82442428301287,6.75947032213152
"FBgn0262740",5.92902097944043,5.98343086856569,6.01435761120768,5.9803646272198,5.96271499727613,5.97515770113082,6.06135855689613
"FBgn0262741",1.98972156570213,2.06616527036996,2.1502078184682,2.31776348238587,2.34260744766506,2.29462569376609,2.06053087012776
"FBgn0262743",6.51511364838715,6.51231835181683,6.49783594626376,6.43988139256929,6.44566255436245,6.50384248248276,6.72088483995816
"FBgn0262782",8.70853912527438,8.64783022203876,8.57284906477714,8.36617002521025,8.26531258291819,8.18581520078437,8.06984393556884
"FBgn0262786",1.95753165674243,2.09217714855058,2.15921852059113,2.00370272121082,1.89842896575843,1.85244147674383,1.88571243990374
"FBgn0262787",4.97258288285357,5.06668011885896,5.08399470111459,4.82586964431219,4.73336068578982,4.78051279227677,5.15267788834103
"FBgn0262788",4.44932938850961,4.45307291858379,4.41312373393179,4.1800413339203,4.10943702612513,4.14511807377335,4.4248678594274
"FBgn0262789",0.683517027848301,0.70343179207758,0.67063208713394,0.436423282570503,0.405124092714489,0.534464989028162,1.10532912430136
"FBgn0262794",1.545524093753,1.71207259559611,1.8167412157028,1.79259871231527,1.81458703961001,1.95403698499137,2.4660690516949
"FBgn0262795",5.11306977584645,5.17439050735011,5.19522608543942,5.07635176968545,5.02459114671946,5.03409936213514,5.17642927189347
"FBgn0262801",6.04481766282578,5.99123634116751,5.99638972922214,6.24987208075999,6.3847152988967,6.45119296504657,6.44372648951416
"FBgn0262808",-1.39460547194452,-1.3218484309951,-1.15767415492367,-0.525367404050357,-0.336348823799464,-0.402798844462243,-1.03374776981802
"FBgn0262812",4.05449615689884,4.11999696562009,4.12522784335608,3.90660005226664,3.82730148068187,3.85903983083507,4.14326699502205
"FBgn0262814",4.60093935367222,4.55486294108069,4.52575258295288,4.53751993388129,4.54526507002972,4.53275138172223,4.46620411457244
"FBgn0262816",0.429371412253673,0.488127620959694,0.534588183495029,0.57203211630088,0.580488649258766,0.594116344854622,0.633629258944755
"FBgn0262817",0.958167949562972,1.30189692076384,1.48420242415107,1.16276995593738,0.946576148306798,0.882850364495437,1.0749062306616
"FBgn0262821",0.919678723651376,1.21264816351509,1.32607272366092,0.835953171425913,0.615606842169821,0.657024809640461,1.26807398421892
"FBgn0262825",3.93719499879004,3.69787948706257,3.70158651037719,4.66577137476777,5.08876226056967,5.13008195094121,4.44645814545195
"FBgn0262827",0.226610312083165,0.344969475885253,0.421447631994143,0.377314829543811,0.30504902197656,0.234147835508832,0.103629337071067
"FBgn0262828",2.05677850449672,1.93789804563173,1.86545589551533,1.91686819298095,1.95653835819024,1.95021769172629,1.84166890175508
"FBgn0262838",1.3417331083672,4.19827594887152,6.06337226408162,5.48830460497353,4.68818748792228,4.64121141959309,6.16595010872484
"FBgn0262839",3.31678334123695,3.30372116127591,3.25714874762016,3.05508575695963,3.00534823727209,3.05425993133654,3.34403189393678
"FBgn0262842",3.15407579115577,3.29842401070768,3.33601763854363,2.99493839121412,2.857902836256,2.8965720859459,3.32559763398157
"FBgn0262843",1.59944558702842,1.48320627458776,1.40507756584408,1.42656360425472,1.47998225007926,1.52895432833936,1.61062146157269
"FBgn0262845",3.94335478490396,4.00287791704973,4.02576518616462,3.923338433254,3.873596091521,3.87345654057675,3.97381514288192
"FBgn0262847",4.27808430304913,4.3691803380554,4.43093932096597,4.41085969992395,4.35526943626426,4.28955615755989,4.14526083279566
"FBgn0262848",4.28889464619689,4.39309691518675,4.46231811527665,4.4358179583065,4.38003123552752,4.32473616028166,4.22235557160203
"FBgn0262849",4.27808430304913,4.3691803380554,4.43093932096597,4.41085969992395,4.35526943626426,4.28955615755989,4.14526083279566
"FBgn0262850",4.26252837506198,4.37808253396967,4.45414270177368,4.42026114865505,4.35570851289875,4.29215090455714,4.17512927908975
"FBgn0262851",4.26252837506198,4.37808253396967,4.45414270177368,4.42026114865505,4.35570851289875,4.29215090455714,4.17512927908975
"FBgn0262852",4.27808430304913,4.3691803380554,4.43093932096597,4.41085969992395,4.35526943626426,4.28955615755989,4.14526083279566
"FBgn0262853",3.72199468354463,3.8008322899736,3.85883582964561,3.86600127497322,3.82436569287815,3.76181302878831,3.60182860244279
"FBgn0262854",1.82993002017691,1.26569137096728,0.881839003257569,0.918945026025727,1.07107281257467,1.12917390133292,1.03149554517937
