"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0262531",10.1946798169565,9.6338310777338,6.6274130945701,4.4850884587828,477.619916415774,6.20554411335606e-09,4.86298270135858e-05
"FBgn0050098",9.51260576585691,9.15905966368429,6.2564744892763,3.70537550812366,451.093065934006,7.68425804117655e-09,4.86298270135858e-05
"FBgn0040104",9.82492356948181,6.34001970618679,6.84188949638755,5.15422855455339,275.280428285972,4.8562988988963e-08,0.000204887250544435
"FBgn0033353",7.41536346269918,5.8195484822293,6.72669033298559,3.01355965644192,248.031510452241,7.15892601356341e-08,0.00022652631638418
"FBgn0050287",6.66933491244419,5.65265834900063,5.81743549659561,2.07864553529979,156.908213325312,3.91417705003332e-07,0.000908464876828481
"FBgn0031055",5.05819806440191,3.76170084694705,3.19149016611305,5.06753001477533,152.905102493412,4.30654125066831e-07,0.000908464876828481
"FBgn0037396",7.24284567976378,6.79649368952302,5.9013559568935,6.42760519441062,132.812172381898,7.24343793867982e-07,0.00130971705699815
"FBgn0039666",11.4238342285169,5.50733435858422,10.0640642122991,5.64649019499572,117.230343186208,1.14665855468721e-06,0.0018141571658345
"FBgn0262150",3.71858950572686,2.68339753007517,2.71969627789463,4.35769512324259,103.341463915731,1.82148787624976e-06,0.0024617456829671
"FBgn0050091",6.08929262813608,11.0000604588567,4.80937701929644,-0.887809560718066,101.507625352797,1.94496775141589e-06,0.0024617456829671
"FBgn0053117",9.1927607406998,1.97090011518615,7.66073209676116,-1.24747285076731,92.1618003597871,2.76911825128644e-06,0.00292964756041903
"FBgn0027578",2.33694170053314,2.13819609526352,2.7519008682288,6.58319507064153,92.0848894958288,2.77757531208251e-06,0.00292964756041903
"FBgn0038840",4.56873381191042,4.04839913464153,3.46944464880743,7.08688828701337,87.3181017511438,3.37220497565514e-06,0.00328323064437439
"FBgn0261567",8.72621363922569,10.6764969662705,4.71669482734535,-0.458316627059981,81.0417102555621,4.42497627646828e-06,0.00400049462366136
"FBgn0038299",2.39252374023417,4.37936082320491,1.49375546269506,5.83668056963311,78.0243752162776,5.07948948880298e-06,0.00428607323065196
"FBgn0033659",1.56375848451329,4.06506719230061,-1.03412566791711,3.57942457236578,72.9717668176685,6.47641902966471e-06,0.00512325222865414
"FBgn0035445",3.42329448428504,2.12591125925013,3.06986613907037,2.76721173797912,70.1818223135287,7.45857996849616e-06,0.00555313215654447
"FBgn0000964",3.85316094628543,3.43369239645459,0.195373355711219,3.13616953937895,66.0704775560039,9.27755096473009e-06,0.00652366458669937
"FBgn0283427",-2.97897774488168,-3.12873016013717,-2.02323464504719,9.56176387560445,62.7010589212985,1.12053735257935e-05,0.00722680016529777
"FBgn0028468",2.14056150076128,2.3837392166995,1.45434765094876,4.36294297454668,62.3725385734394,1.14194519480094e-05,0.00722680016529777
"FBgn0039613",2.04058195805815,1.87782912127663,2.59045660213708,3.17390634840612,59.1378562632711,1.38311142009887e-05,0.00804669494475626
"FBgn0261925",6.26160408476874,2.61988741374278,5.06722515410884,1.04687175981621,58.5553692250674,1.43318531217121e-05,0.00804669494475626
