"","pvalue.t1.t0","pvalue.t2.t0","pvalue.t4.t0","pvalue.t5.t0","pvalue.t6.t0","pvalue.t8.t0","pvalue.t10.t0","pvalue.t12.t0","pvalue.t14.t0","pvalue.t16.t0","pvalue.t20.t0","pvalue.t24.t0","pvalue.t30.t0","pvalue.t36.t0","pvalue.t42.t0","pvalue.t48.t0"
"FBgn0000183",0.680915583411341,0.365539360048084,0.577520253515495,0.341788414585643,0.638509094143192,0.716589322491422,0.486222372208661,0.182943531490496,0.243250538115601,0.462107133649835,0.665864789763224,0.128379699501693,0.171758696678733,0.136118364252971,0.232158246114088,0.110653816284706
"FBgn0000206",0.399337091669904,0.398724178031331,0.678942860185639,0.0771672554243757,0.650769374989072,0.586068840218319,0.470066845306855,0.349849326211174,0.940863011791198,0.983051575130789,0.676383581437327,0.569588964117238,0.659734856886227,0.468128266079076,0.839866337859458,0.520057026566162
"FBgn0000212",0.0864541855264995,0.307692809450387,0.261800887860335,0.375245753051318,0.108902830289343,0.247570648093735,0.0155997394594639,0.00848815765383975,0.019638904106004,0.151320128739216,0.176249714130163,0.0842016990804609,0.0175484849467085,0.007635890052692,0.0194070482117109,0.261106440867846
"FBgn0000221",0.687925698675208,0.150105076844721,0.854543217480678,0.593986708366748,0.937431010892626,0.625856200879046,0.889559729082077,0.796813542400654,0.922255712805752,0.672917139483137,0.870610331971485,0.232720493705437,0.552931194998341,0.937220516770278,0.947359821909657,0.843677525989542
"FBgn0000228",0.965203471203365,0.525216212711451,0.7980423226545,0.143392155175437,0.690809113008507,0.467568183527655,0.641582739369349,0.226696782453982,0.876525258655431,0.8133908938119,0.70198065407614,0.575760526182487,0.57550464414175,0.342757573368539,0.600581946974015,0.270586149374029
"FBgn0000229",0.974966071279301,0.63407540405194,0.113606115307759,0.843194530683078,0.867076428610608,0.0876494768645198,0.947065990516174,0.910796658997485,0.300263637891726,0.679620333323852,0.685551856437588,0.365334060912707,0.988160286038497,0.936061456601571,0.394075284318148,0.540654124192922
"FBgn0000233",0.779924672428685,0.406750927694549,0.88359286516414,0.943910173176729,0.688773312418493,0.566595507849523,0.467258767335425,0.288275494735582,0.705519901948835,0.430417460115343,0.0134599178499238,0.875599376816314,0.493427554583928,0.709350615335966,0.792484071254149,0.911381467831357
"FBgn0000239",0.579727131467716,0.572726376373504,0.553162434824165,0.198086549079849,0.357417241955986,0.232993821858441,0.0620286704769648,0.240184695404685,0.190287865471998,0.228181407572049,0.110861044197585,0.130529745478067,0.0703990196282324,0.32357824108957,0.0720065602921022,0.0881383727848394
"FBgn0000241",0.911220783624003,0.00163410392757822,0.065906959956809,0.00328600405053352,0.529918637427077,0.490694853541378,0.0866082999886101,0.00752159341421517,0.163207050201507,0.0515676409654537,0.952619564889109,0.93937626324292,0.629961280514077,0.208707242082532,0.796003224389465,0.43586814439846
"FBgn0000244",0.856943003365951,0.324198976803514,0.294832090579976,0.33359407184721,0.553873253029323,0.506245952156597,0.463516945009106,0.343102760579507,0.886547290973822,0.569179410341747,0.719392434615703,0.164225075397165,0.482220942556899,0.578943848447002,0.809084204828186,0.106204007392861
"FBgn0000246",0.0179785383624219,0.276410330873067,0.855531037604995,0.259654426415744,0.0433775077329538,0.326781632810431,0.382076752511364,0.995682840759492,0.0588249817650751,0.178426314532501,0.187480920126234,0.25526254868848,0.00247948343889726,0.0473641570316632,0.129134006872261,0.403532206203238
"FBgn0000247",0.864745164806792,0.551079536440511,0.689273124961934,0.0175974153994321,0.4084433293972,0.608141229845005,0.860944811743448,0.873284967514082,0.805545547451398,0.479850812226787,0.907474139637691,0.864905669913933,0.878679883383857,0.785857324469601,0.946056566044115,0.56876397559804
"FBgn0000250",0.0173455968898955,0.000628712411695684,0.352581348487936,0.853082302397832,0.322846892515743,0.588437050733543,0.718209855653524,0.81390290794842,0.870655378840125,0.719478012118618,0.505545962535553,0.769524729165936,0.294848311637177,0.562142462837913,0.723753778901801,0.419556170286535
"FBgn0000251",0.0223664533403214,0.879964270146915,0.358225598263212,0.795065353218475,0.855921965195437,0.886916899844384,0.47970151929909,0.908906514119632,0.0236007074157228,0.0457636319736863,0.0973824415660655,0.0579216855285089,0.441896206567913,0.666853684345458,0.24218798961094,0.429601675861192
"FBgn0000253",0.54220866591925,0.423180755084642,0.0651864988646321,0.265099733110482,0.547282587796346,0.112352343416894,0.974019202838014,0.612048271256949,0.9571713514051,0.734108129106752,0.591752241774429,0.0737491865617996,0.165918169364862,0.102764363486732,0.425461156549986,0.160147782492731
"FBgn0000256",0.83438622245736,0.752317287717424,0.721614844342911,0.00407976525103884,0.923082012950087,0.700800242737335,0.318930691766777,0.29319008097639,0.262377617051099,0.840265025278892,0.818410209735529,0.123401107318151,0.510954352194351,0.115204950329057,0.0403951026158647,0.161081702329891
"FBgn0000257",0.825680814844992,0.1824032426275,0.280992145421122,0.848978370400031,0.273246125304205,0.589767748250425,0.142822276970125,0.206435782826437,0.381541249217699,0.387792277190706,0.408974978620508,0.202617670523844,0.520628980040533,0.430132990682313,0.487393726975879,0.0957539879133183
"FBgn0000259",0.95789697602235,0.799040402679591,0.112742487691626,0.239602857633659,0.868908670025455,0.779810337766643,0.374855128846983,0.591057733020152,0.848994014372446,0.409765557269596,0.478309852117329,0.31299273016416,0.693384322322234,0.229423611950152,0.338731520784334,0.292298221401461
"FBgn0000261",0.994280017674825,0.761618270565873,0.423070146121124,0.98652052481197,0.348110881877817,0.597774032184257,0.14198642045469,0.0612373279621126,0.415377241977682,0.916442380923314,0.939693835534689,0.0352677139225771,0.0133662251280247,0.0621507852511004,0.246644445130986,0.0446757663148754
"FBgn0000273",0.760965025574657,0.835706058445001,0.381563106805045,0.163060082151956,0.863935386855052,0.442379015239634,0.555792827114471,0.3027760789931,0.702799412134929,0.919827296432733,0.950826656415743,0.275511896686326,0.290009179932337,0.129756092409516,0.718697987975229,0.322542727008348
"FBgn0000274",0.919941413696673,0.844707651944494,0.286827516027395,0.890063579542037,0.830996790791075,0.538043818355348,0.152542094298279,0.0735622134989959,0.186536396074753,0.683560772384025,0.58070159046938,0.0840464476368156,0.401228956804379,0.0355590624434862,0.0633935544360066,0.187198890074089
"FBgn0000276",0.00839866213257466,0.0047278725500563,0.020719206742393,0.0404877654626711,0.0813385202398755,0.0868843690495383,0.113410726667978,0.120275815447741,0.296526706523318,0.276381856969873,0.0310252090197654,0.432399334746477,0.0625215640941689,0.198249466005949,0.0754346932495342,0.26240478267518
"FBgn0000277",0.0051417988583949,0.00298095311708398,0.00947822521171269,0.0263515110565963,0.0499169220971457,0.0524142079601735,0.0979912008613854,0.0631451921255547,0.309879541926761,0.260588335601393,0.0287596479908788,0.257713349197962,0.0432397808119018,0.132329399044769,0.0533737700463248,0.192176879312948
"FBgn0000278",0.000229403980184246,0.000357701020931861,0.00205675749595711,0.00841591016449315,0.0298439608838064,0.014089760526493,0.0364719949296268,0.0487762443927468,0.245285675104189,0.136267297805363,0.0100792990438128,0.0303297372360632,0.034707409199457,0.0360462566709941,0.00825209721928278,0.0578216128582751
"FBgn0000279",0.000204821997633463,0.000372565074898554,0.00528975705387817,0.0184308087036062,0.0524774353688138,0.015177647159075,0.0148465746655571,0.0183751224718533,0.085932086064031,0.0934298431100777,0.00711091983023754,0.0361664892317104,0.00858640168261751,0.0138239422660281,0.00552705156370783,0.0240861304917319
"FBgn0000283",0.575213793867835,0.932028840613536,0.897705555207737,0.393997408006015,0.236333265967796,0.563962931917072,0.245378305325,0.120592577987397,0.24966992068195,0.341650987555785,0.433094922799052,0.450719798448042,0.261027243275041,0.0775767320083398,0.462259404834659,0.261336504767792
"FBgn0000286",0.948722123088928,0.52068570608618,0.680578959431454,0.0680922351933641,0.984215204238771,0.504510197595183,0.582729933107335,0.459768475275207,0.218528181107301,0.432916251240868,0.236143867681964,0.165145927820635,0.30207853303572,0.215531212292997,0.222795709451127,0.214347247884996
"FBgn0000287",0.979626723642898,0.505126724243644,0.891225154027492,0.0155928477791219,0.476866466774909,0.952799460442807,0.622257425264336,0.301929565310185,0.160578951764107,0.649592358803964,0.830790049871879,0.164610788152608,0.788006756200931,0.266316919710009,0.407427701978797,0.230431444824267
"FBgn0000289",0.503917151024661,0.916480165419896,0.948969039378071,0.263550774994918,0.326121726072392,0.254112851754647,0.28629296472192,0.400060195036053,0.170875820012405,0.437266364658077,0.614457202963014,0.66792954210405,0.461476735447341,0.172912622306627,0.294901180391247,0.417927559671762
"FBgn0000299",0.296166066581356,0.0653407569485238,0.000813154516892314,0.0808482780951605,0.566063477927826,0.0111188161634388,2.30709442801946e-05,3.6380094494174e-06,0.000972577304058854,0.000570084963115145,0.000746969239919543,7.16642488857526e-05,1.4200764356423e-05,0.00211965747361363,0.0105856631088124,0.075831244223867
"FBgn0000303",0.839336926572916,0.578717340773364,0.640219018403545,0.211842402091369,0.289848828997338,0.624771264549265,0.941335262766915,0.737451173948688,0.475835344402381,0.988432541101822,0.0681300185246416,0.630939089516976,0.104678049631632,0.41199881548377,0.179069131056862,0.174384535063096
"FBgn0000307",0.769908837693862,0.327977051915563,0.766778960507778,0.260061549066797,0.432765061460872,0.534652766085805,0.539277228374145,0.261158636148977,0.474452895494113,0.534850059338664,0.819909516838409,0.48832579922389,0.386506409206153,0.204893812859073,0.720781545766652,0.338758418846731
"FBgn0000308",0.0964898075998641,0.00775993866350218,0.37795845549591,0.0142749661426242,0.26822146496532,0.690401031016933,0.453890917486112,0.366942960068596,0.506948941105007,0.933901501383452,0.616361901484846,0.870069947152734,0.36876479345584,0.426707990315985,0.837390819773938,0.93052364208533
