"","pvalue.t1.t0","pvalue.t2.t0","pvalue.t4.t0","pvalue.t5.t0","pvalue.t6.t0","pvalue.t8.t0","pvalue.t10.t0","pvalue.t12.t0","pvalue.t14.t0","pvalue.t16.t0","pvalue.t20.t0","pvalue.t24.t0","pvalue.t30.t0","pvalue.t36.t0","pvalue.t42.t0","pvalue.t48.t0"
"FBgn0001978",0.923524817255372,0.262018412065426,0.0201431905507853,0.880114708581979,0.0362886296562574,0.030831296101719,0.263873385377755,0.685773269096187,0.787898352000712,0.318569882532923,0.539839678662837,0.864484350916795,0.948075866733732,0.713826021197182,0.811088626461598,0.611092423753223
"FBgn0001981",0.325619625737295,0.546068608130189,0.267562344069287,0.362502293876688,0.23885449558502,0.393814480105309,0.579586490866941,0.308888603918787,0.336231279151073,0.335475925943711,0.65447793464256,0.977686457207681,0.271307590286704,0.751389843603136,0.854919714541376,0.54478572657356
"FBgn0001986",0.320779637008606,0.840119028164717,0.0986886670366484,0.763043641618578,0.0192439611604361,0.0192137078064495,0.400076857371281,0.937495623982556,0.766611269676404,0.639407249096615,0.442051736671646,0.348458616644743,0.890600468165881,0.786381988532418,0.721440596248793,0.832594876332004
"FBgn0001987",0.0296285399574534,0.0695718822430122,0.647555905899677,0.162077971763821,0.415072805911531,0.789057394029225,0.461462655813425,0.162372780668564,0.111487686956542,0.70831104700023,0.226534079674585,0.257373206375861,0.137059254468469,0.0463164492738848,0.106252338797527,0.0988131288482602
"FBgn0001989",0.482153136193546,0.317480776423115,0.149942799339183,0.433285098853187,0.0220405807700239,0.230943535076962,0.918422317920686,0.942559380132482,0.0138525739347768,0.91752946753641,0.678551224253155,0.727371798714967,0.599421288662861,0.342687701758176,0.527765745114758,0.782895516269196
"FBgn0001990",0.0882177042869341,0.469751612233442,0.511592960635404,0.203932948262424,0.169338447486453,0.163312246597642,0.00211189511016953,0.712232041168745,0.444361482326222,0.588983493230475,0.176043671826022,0.449299126319035,0.258422867406737,0.657487632577895,0.523763894552296,0.737609106640583
"FBgn0001991",0.326214040088066,0.422069145050706,0.145569971684384,0.0284188829787372,0.829244848686734,0.06152538253697,0.624532968844889,0.191613894701513,0.819787367177522,0.116704275767954,0.185179154297979,0.221936687123978,0.155914293476503,0.252208666209877,0.212751109862059,0.431142572253429
"FBgn0001992",0.0825583986813691,0.224494113304869,0.367425733870598,0.170855403696918,0.082434647339811,0.0119555496980459,0.0463317364527684,0.0377622320445706,0.074389860055007,0.243134788567473,0.533812547916747,0.105968323248378,0.0529411378873821,0.0115003729570451,0.273515856312118,0.257403226845137
"FBgn0001994",0.530272559149945,0.620365863332497,0.564790078080277,0.813391839552377,0.413214044870543,0.962671609769923,0.281482590755147,0.315113953129838,0.517712665329863,0.709908346457319,0.560424668227901,0.566059705101689,0.180757886413315,0.0680755024135589,0.666156988088281,0.402074690420124
"FBgn0001995",0.0322012425495513,0.0492835766154443,0.0957602227341526,0.581659859585211,0.459001403068021,0.838966005139333,0.192823542076367,0.527184996408619,0.651404577074783,0.175740471031186,0.705894103621357,0.53669323077425,0.765242989044103,0.572621771896503,0.121680814836956,0.21248734952222
"FBgn0002021",0.946710242707594,0.699263539594533,0.892934969732235,0.162086534539965,0.587664675442637,0.473627393862541,0.121321418376141,0.489189898683212,0.0930531593967573,0.153333092415487,0.542000057823976,0.526639525957531,0.333808492242942,0.481398378078474,0.928310060073293,0.591059214737054
"FBgn0002022",0.268096103525226,0.609775818540591,0.529371523413323,0.0260558301764501,0.11313910437879,0.0144436418644811,0.00108175691842502,0.00264882350333722,0.161910189173289,0.637865778623105,0.119874609703943,0.525468042010152,0.0973949812726401,0.537771742820307,0.0122598007656942,0.925723625570172
"FBgn0002023",0.227296131823549,0.269734638922392,0.89202163767946,0.569351263647675,0.605979256431995,0.404846659093232,0.0300485467140677,0.218027073387199,0.282851208462937,0.665249423246075,0.646337075981045,0.317557161005995,0.148709254527836,0.359747119120703,0.722704436604259,0.293452182181747
"FBgn0002031",0.672561177380687,0.814369668132686,0.730565935847705,0.121156138390598,0.764412274483001,0.180799179981297,0.114209884997217,0.634563947349789,0.149855603009764,0.00851969907676119,0.0151754821120462,0.85824057553525,0.380422328641479,0.501344308965282,0.00229446308397663,0.984669529907481
"FBgn0002036",0.912585491651337,0.845752514142112,0.505947239973543,0.555194015608188,0.8699918575681,0.312575190628233,0.350144288204487,0.114454173229226,0.122136108749274,0.916792912997579,0.571324240958381,0.19657382173398,0.442884814398711,0.0367067218831611,0.0359042172190426,0.141511072211093
"FBgn0002044",0.678910730494047,0.952429491862774,0.730482431839849,0.484998759421877,0.367514970032342,0.43115501559818,0.478256785483905,0.310336195191857,0.560475441583808,0.869944169266179,0.35283420522525,0.568481357617911,0.265800043767118,0.279091215254925,0.431191803775846,0.162869985229347
"FBgn0002069",0.32919583090302,0.0341169323308276,0.351447179128807,0.615789704192055,0.0951095798058514,0.133185461362483,0.0248843789967834,0.0215389633752026,0.0471144139494915,0.267534420476369,0.049207654611535,0.0720286345377155,0.0534237029150768,0.0251148616153573,0.0364801261564804,0.0722862335641548
"FBgn0002121",0.00476038664813178,0.0103767196085315,0.814738364256727,0.909288017267798,0.198026426906787,0.774224657935946,0.171951002269308,0.0156614439700719,0.00320159138414375,0.0762893595258408,0.00920383994453389,0.0585236750718548,0.00989804090614548,0.00329480075615372,0.00516931685293824,0.0275736307933266
"FBgn0002174",0.649297558520891,0.507928690912183,0.736286403276064,0.743398463826885,0.531027574726547,0.52074366158408,0.322497460079151,0.201347104477983,0.0375297403243729,0.942902417824447,0.724659804401879,0.285058661019921,0.393730413364998,0.229962849281561,0.725470905898165,0.247017949601697
"FBgn0002183",0.910259817172145,0.43306700643737,0.180509807307244,0.873207062538893,0.0652683052607399,0.163774273488943,0.0996620183512974,0.444609326742377,0.178221384903622,0.32039463768232,0.356321273506225,0.521399680165231,0.313646988334969,0.412211195189759,0.934649603288804,0.274704251682929
"FBgn0002283",0.94095642720354,0.87569411641998,0.278761489772916,0.291255450198884,0.220865044483389,0.218742169457121,0.774947148837529,0.40885061397318,0.223515662039959,0.791342720851712,0.951839488750954,0.972871531414251,0.542535545613793,0.571755287167268,0.287981676119513,0.466191498477152
"FBgn0002284",0.302925960405492,0.531260988661732,0.0557289174911159,0.882739249204944,0.00752849387317013,0.545653698791872,0.161562900516558,0.117356904183643,0.293497210709289,0.480859520898388,0.327997725510201,0.840705805949293,0.581567588862422,0.0234520066947949,0.776078877138073,0.305307167996246
"FBgn0002306",0.587537654105136,0.348356026271631,0.164454040211678,0.164024739736052,0.508923939697787,0.470250559998404,0.967917235260412,0.497734506935067,0.151641418302838,0.110248379198737,0.594026911668346,0.438562110022339,0.811451200185906,0.299256729570283,0.311258334448087,0.943877259297217
"FBgn0002354",0.117206363415809,0.079080257579921,0.286695280416571,0.112940603449348,0.118470553761906,0.183840202822858,0.848834394821002,0.690348705760479,0.529443581556368,0.130960658702783,0.607056088626404,0.586641171680596,0.248635205416366,0.328963295929358,0.0338926677093486,0.902404845621961
"FBgn0002413",0.835863633594158,0.483538679683475,0.908255569684366,0.179933078732901,0.486409757355647,0.983028987817947,0.616886705842206,0.493853863078658,0.508921144678047,0.551269507109619,0.873239791793549,0.765875054198554,0.714864031589151,0.16974155968218,0.807969063596709,0.581271330256073
"FBgn0002431",0.645959125712426,0.6211413042935,0.811370130777998,0.0650523210458918,0.883502646122042,0.51282477200236,0.630496946016017,0.605024118976142,0.337686204023162,0.957785441959655,0.998645723172508,0.513288140653052,0.424197542490091,0.520589758405605,0.663332789231724,0.367380832260243
"FBgn0002441",0.522678745388984,0.539661920297113,0.188298345036919,0.575725966222449,0.519301088003153,0.21655506084688,0.125287909828733,0.0505226680571954,0.522355123684425,0.142183620666585,0.20497663646461,0.506430631975368,0.492720628138306,0.156356836269111,0.330244349100619,0.906970709690194
"FBgn0002466",0.227040775818281,0.253535207672193,0.287556878584069,0.133860549455079,0.600168934336131,0.225472363252678,0.97887971729251,0.210811340378681,0.391456159754893,0.615672924400021,0.345244396903172,0.114111177675398,0.253265155828354,0.397055806929468,0.103084391826906,0.630434506158705
"FBgn0002521",0.694884309173003,0.777417162439636,0.577590807129137,0.630187226605289,0.556133873887494,0.586964229231759,0.306222209420114,0.614897088462043,0.301783172976511,0.539568928792963,0.973522758732137,0.856843335911134,0.665983706669426,0.520048139414081,0.87574910675505,0.725773849705439
"FBgn0002522",0.709910086268076,0.855491977529684,0.197008835147938,0.344144629559486,0.743870722612484,0.860035597558979,0.570559246708014,0.221523740471332,0.774210801607562,0.633493727628597,0.379646853143542,0.876121162666843,0.0806159595820505,0.205198747441726,0.947389190086844,0.128045756110638
"FBgn0002524",0.07963540887621,0.0508601318500753,0.973400669355736,0.967922141648645,0.232830285386107,0.877369481696221,0.360073584403732,0.298566845001462,0.16171210341351,0.154649721362465,0.00180977245673928,0.10747062453279,0.168297554039442,0.0749007595641213,0.000336420412785171,0.0453483330845426
"FBgn0002525",0.743514080704799,0.594184973779821,0.110292673612561,0.170052833737622,0.260550828863306,0.255382061618665,0.864206631748611,0.691149002356845,0.949555164109902,0.936089778483123,0.80083074098354,0.726282434599962,0.810404083172142,0.577214346429399,0.470366960928379,0.478748209984207
"FBgn0002526",0.214164589081882,0.242490942451459,0.625688519255442,0.0687893191986819,0.0377633591922314,0.0840040585590695,0.000603888780608995,0.000934372429858066,0.00105159575343326,0.00840732135485783,0.000782038304654408,0.00234482345113991,0.000690087352889376,0.00459026695086895,0.00109542847403915,0.00928111382701845
"FBgn0002542",0.735221113630314,0.912768386051393,0.362279613801557,0.0325809348278708,0.704433372293955,0.951881765872197,0.134956378393275,0.135006645291775,0.257139682763976,0.205592353017035,0.264920933630826,0.176031184056343,0.108196209566819,0.218777890258033,0.0620358073592632,0.0883148299186193
"FBgn0002543",0.32120416573683,0.855972569762821,0.96684188603095,0.0166717154935888,0.394051799823159,0.804469473020906,0.919751924886578,0.56910311255784,0.985228084454953,0.74287360383398,0.956368291617165,0.681201573945999,0.47796320814222,0.861721611085805,0.600636187579485,0.832143941942196
"FBgn0002552",0.197207198497182,0.775361432378424,0.798815022731803,0.0451286766186133,0.347639770066971,0.925630840388353,0.829398399209636,0.406714428197161,0.574306606163962,0.539647854617787,0.551995301671776,0.843972397506922,0.888441197250775,0.470379149918549,0.885107817841023,0.551700818301147
"FBgn0002562",0.385293174075258,0.750724939574825,0.449866281526068,0.256746433283596,0.00597173644946267,0.0577459656001369,0.111236063974348,0.661769262829237,0.301905732004272,0.683681735567429,0.980341882447608,0.614974891640723,0.14552753372475,0.0197286900315939,0.0517151336928181,0.0197888036138937
"FBgn0002563",0.289602342204299,0.802123111530647,0.303447683011865,0.218776101927196,0.0260023825177634,0.00867930063721488,0.0433009766442812,0.0491363167176532,0.0218687226813872,0.0767103655143731,0.0487917600256972,0.592902872503568,0.225062912874862,0.0423645917570867,0.258403058491512,0.211884605153267
"FBgn0002564",0.912814481596892,0.573833824875088,0.608420105551607,0.444333385625753,0.55812021096842,0.695097725823572,0.940475366420729,0.928158359100705,0.493398402694261,0.698354967342286,0.512713180184709,0.800618562254692,0.0127342292054355,0.727268629205364,0.613211502120547,0.769761257406425
"FBgn0002565",0.690932766714354,0.395586600761085,0.0216223910753333,0.0211288181060777,0.00012097270452759,5.58055613761536e-07,1.25067372865643e-07,1.17529424637858e-06,2.69760169321124e-06,0.00304532270912754,0.0070758991667132,0.0841926234076145,0.0275005709226603,0.273800339620461,0.702096867645948,0.599615065469777
"FBgn0002566",0.991013853153004,0.752346561752404,0.104866809037221,0.467311447955329,0.791427197536748,0.632923698623227,0.482974805212629,0.525991484648646,0.0593933959653236,0.18144554656372,0.710762070266793,0.0757753090939556,0.146325799802803,0.118281795547152,0.0261108647160874,0.112769737100347
"FBgn0002567",0.735799312901296,0.120530164252408,0.727669289454564,0.0155784629394982,0.107807878605047,0.383367367155927,0.302714514056352,0.272690582770306,0.979271648034333,0.215027866118928,0.109168132308946,0.52545968844963,0.753355361018832,0.864020198486957,0.0679018640619063,0.523285666065659
"FBgn0002569",0.316056840223935,0.274877274137519,0.959766799047793,0.551055978804471,0.761139219641857,0.964281900328935,0.17185427654203,0.145115385282085,0.0266881715350206,0.0706500490559329,0.000919888345990552,0.00134115098879583,0.00302147012129337,0.00168634963310561,0.000250685383520158,0.000130242266578647
"FBgn0002570",0.109436964671478,0.0226675221854571,0.00986615950943844,0.0053326377211365,0.0238842632185209,0.0494036090025076,0.0098191940247345,0.00261871997740373,3.83294034287723e-05,0.000130744593630465,6.90364392365751e-06,8.28516263506431e-06,2.37390041901985e-05,8.11040798817188e-06,1.4674392664664e-06,1.03288130150586e-05
"FBgn0002571",0.893036764436351,0.666964179573729,0.135141237438079,0.555221218482173,0.0439466209039643,0.419702236396524,0.089522073797565,0.155487179251396,0.468492558322758,0.139872057440113,0.00622394155037666,0.0130863137859996,0.00828116420398732,0.0137709710102599,0.000304100996685959,0.000271484203088491
"FBgn0002573",0.912183310712606,0.830177709629334,0.275884306281718,0.438928878979711,0.341800236039313,0.918080482040825,0.321809965137374,0.476945124135813,0.72947235502777,0.404699554519742,0.656908969486078,0.803250201697528,0.0878705278549327,0.585405055399672,0.360841925414459,0.273682891500007
"FBgn0002576",0.0194474483370395,0.199115289865892,0.188778309698211,0.012584408647105,0.908232959187453,0.818486018263734,0.732280814316331,0.76062651097649,0.283546979082398,0.424518713418289,0.977685150474369,0.382018145620914,0.707929687226938,0.231910745161209,0.668278042600473,0.528330075254061
"FBgn0002578",0.796921814891138,0.598011317853906,0.79280569629084,0.00489652947612431,0.035756952804016,0.350283258082367,0.29482450833771,0.132824259658306,0.111293548226741,0.329389994173766,0.165170983452772,0.0624075260506055,0.0305947184008347,0.0414280778135169,0.0317663742405586,0.085783306072512
"FBgn0002579",0.859557785659997,0.869256052115104,0.209102168349372,0.0130063959631591,0.223517142800884,0.40051933657729,0.539178340755149,0.624967620295664,0.229268307310337,0.530821566293276,0.391598479815219,0.188369649957181,0.444916395985855,0.531137782363484,0.0581354620144955,0.135100799694054
"FBgn0002590",0.738209963140801,0.544020078458109,0.508064199903896,0.0084084152447551,0.398172863070852,0.677009117756636,0.176468208862786,0.277170342137973,0.982647769121368,0.494445104862789,0.236401793071157,0.125988790682041,0.144535319441149,0.43532871156318,0.0284223241133306,0.0895622670891687
"FBgn0002593",0.889578089776592,0.720180082182245,0.469117044072111,0.0473621150095373,0.387193850029439,0.765534500829094,0.840788596829881,0.766965912024667,0.122560186718476,0.91219899291705,0.887700940782668,0.770422732289485,0.889889378130372,0.98113236222882,0.228689857328101,0.669929586153901
"FBgn0002609",0.142850389312171,0.0720538642297914,0.383145605389794,0.133356888019716,0.0359247235927911,0.191455056221799,0.0699607777806446,0.0137151626160805,0.00296458968502686,0.0567233796470278,0.0439081139596871,0.0149633130798548,0.000625201750309141,0.000493355911137092,0.0644510650606019,0.173490819851836
"FBgn0002622",0.998837935393285,0.889897531521583,0.471999876498147,0.0145715417484638,0.480028482722186,0.739785365768511,0.157091616012177,0.184510633800895,0.881192560319205,0.604760091094131,0.164163702623678,0.11625011006983,0.144175185509523,0.323224614019185,0.0553840240686735,0.0872081285261914
"FBgn0002626",0.891589470340374,0.802807885311667,0.437989098448271,0.00376462805996768,0.244635106061869,0.4380810179798,0.403033909124879,0.716823670656835,0.989766918133483,0.775178519406614,0.288676336103956,0.19445458827224,0.402341856936035,0.590981532654968,0.0604988665630739,0.140597512276361
"FBgn0002638",0.845307770693876,0.275159183925399,0.0825497866047434,0.708350824582308,0.435440450238084,0.0618839699660309,0.634690828887438,0.609365743441493,0.799941260414042,0.763352718661801,0.883879597095915,0.0555826415675845,0.428757304467955,0.374508077744662,0.138130417674032,0.34587338603102
"FBgn0002641",0.304521316568565,0.0138460127127323,0.00109998296913196,0.0276161822341415,0.0133522776750384,0.368102004020922,0.0657776746071802,0.0521668771639304,0.00412469849921264,0.12634049728854,0.0313913247331277,0.00886739756619051,0.00984754715672821,0.000506945332588001,0.00215289654099582,0.00588800452688159
"FBgn0002643",0.589662518294728,0.470755438482994,0.507208398091769,0.156867566613479,0.544451039532089,0.758719301599079,0.262039463685801,0.546171829760332,0.689986635861164,0.373320460974898,0.847660527555711,0.935299456994761,0.438758361326271,0.416108763998389,0.758721648030147,0.700212207268692
"FBgn0002645",0.165749084052912,0.115302710688522,0.15330983185412,0.0093427717322617,0.238871976480183,0.200249408716399,0.740643236872188,0.347896667933054,0.439464545640923,0.962152212540843,0.68384522392515,0.3626858415048,0.61137423653881,0.377020382636599,0.858624265211604,0.163834905013705
"FBgn0002673",0.395286460758517,0.936774742372273,0.292904956005772,0.471402491805413,0.726501946982835,0.462214872753842,0.0866196882323301,0.0490492577137673,0.278561159848211,0.167597539582399,0.509666187610576,0.0706065169731376,0.0691932385098094,0.0836149556370941,0.136600289611571,0.298516288720763
"FBgn0002707",0.493814218690813,0.464105587994066,0.965785356120332,0.241349327912193,0.696174660478787,0.642964034708675,0.105707624331186,0.366357604127821,0.483469727998237,0.888739772802862,0.790496396698421,0.502085485672214,0.463043298964448,0.374670000118545,0.561034426955685,0.55558275769052
"FBgn0002715",0.832047339994692,0.566006390270397,0.902005108954701,0.317106009375282,0.563634637752633,0.794153124157892,0.0319378493777459,0.0426030423457145,0.179500096449583,0.38496516530046,0.214493631539816,0.0128254705443896,0.149083049209724,0.0303188395927429,0.0546540121033283,0.0544500670418014
"FBgn0002719",0.163583905546395,0.392102542055005,0.0101998455793475,7.42900614340366e-05,4.69608686021976e-05,4.53969038082055e-05,0.00140478193982766,0.0568924691609529,0.0146620029629111,0.00302156608778019,0.020208723316122,0.587705402826109,0.415003144719474,0.795533501514555,0.0940950190796985,0.319930311584608
"FBgn0002723",0.933426508503892,0.857814574918574,0.951649234842778,0.107039752520698,0.490507033699872,0.793855368977633,0.632752345715233,0.454957264626289,0.706703906646172,0.965369034248165,0.66110728429225,0.45681889569221,0.439354202407707,0.355493445371415,0.521769313361778,0.0705683425977723
"FBgn0002733",0.329905428685859,0.592238793166016,0.213051399498389,0.0866587679055277,0.92370733305775,0.0586582412205996,0.0472565710784368,0.0972304847649434,0.322891753858001,0.0859557973470362,0.0395255070250006,0.119607260720464,0.0172853642680725,0.0893025786009043,0.700326530890111,0.0438893500447162
"FBgn0002736",0.170351076748293,0.270016768501203,0.163865316939104,0.597871285294933,0.0720936061050495,0.974914897551849,0.254520007150278,0.0684581475549317,0.354658490502035,0.4024359460282,0.881333023522603,0.859349004643563,0.845224021933621,0.505182126491849,0.271224220084339,0.714733017833037
"FBgn0002772",0.0600202988587367,0.0235921903075359,0.00831831233087275,0.445036078641496,0.0223787899064744,0.000265632215874382,0.0351722277478262,0.0202053423432048,0.00732358811326379,0.00803107263641078,0.00110849279529366,0.0895055488278008,0.00265786550964624,0.000656033224517007,0.00177119454962863,0.00084225561829127
"FBgn0002773",0.0644146176569944,0.0997660197518285,0.0165442894522551,0.350905628246795,0.0626121766843089,0.00283973821045388,0.063120027646881,0.0524339436935189,0.0130826400064234,0.00524281620648823,0.000658075883749377,0.104505080273625,0.005571215887689,0.00184345538824922,0.00425177541416617,0.00112182312845237
"FBgn0002774",0.57795479182337,0.754146122545952,0.95162393917884,0.152897649591857,0.15250069481628,0.422163968115681,0.297697625785085,0.512870271114061,0.715302836242581,0.57527660855312,0.937596151371554,0.23472113888209,0.345199156598786,0.294457970756344,0.950766422117975,0.57551752022495
"FBgn0002775",0.717954590645945,0.692242140993931,0.654423825652847,0.761148644071201,0.519828936031017,0.327368790803692,0.596986668933857,0.706911712278415,0.331740726049438,0.874829324435007,0.36509442478674,0.413949698901197,0.95635436563204,0.296248912998402,0.889044571561813,0.0979147321026438
"FBgn0002778",0.256966227619982,0.295480312064292,0.0843325269654277,0.291199405890491,0.438357908477797,0.611186939870346,0.288309564936337,0.768681513479532,0.963540827308485,0.565520395346303,0.821336015074356,0.507489573401669,0.0881677911896359,0.75916231195276,0.943379381834251,0.735219619582326
"FBgn0002780",0.844264386321292,0.492755060091586,0.113803455907091,0.00236712576016716,0.00129997087972924,0.0006310625228731,7.73006097790415e-05,0.0373152886352679,0.153882559897522,0.122183723902965,0.0564416510220565,0.366710868666701,0.0409966863768586,0.331552035455079,0.0457773843819532,0.353082269728203
"FBgn0002781",0.440300433229899,0.836386802095151,0.535927158386845,0.759579056516633,0.249757118294906,0.186765806141442,0.137138069420705,0.141305118933483,0.130164951499074,0.32427404886456,0.344256429726308,0.478610584096314,0.570963132427757,0.415150538860758,0.556305416634687,0.365424647877429
"FBgn0002783",0.416519479051166,0.514637276151118,0.512366198585024,0.629684999309855,0.173996780888236,0.202155856258496,0.0713695793396173,0.0896203492944742,0.108479735609322,0.342808902028111,0.160182429774537,0.34202981682776,0.122041156377803,0.122682763688404,0.447452147908781,0.265492187569426
"FBgn0002787",0.420399171125931,0.536971175607697,0.0458127094825118,0.229858335000265,0.0677055681388774,0.373163232990731,0.691045952977008,0.448004722191506,0.653122685031481,0.671151757540761,0.756703501423129,0.544112104112303,0.597105193777357,0.425236027997996,0.585749298608562,0.714843493277535
"FBgn0002789",0.327193090732515,0.728059886669005,0.0282396517646662,0.919438921156416,0.095711948379185,0.0478039980521093,0.370500588533463,0.0455580539942432,0.0441094967669678,0.0447582325095463,0.0540727822367176,0.100530255902819,0.0561866561242886,0.00977723889711768,0.222037650106097,0.0331565258724523
"FBgn0002791",0.948384868482661,0.649163922874582,0.534387361812137,0.05424162598149,0.787578555940318,0.311735000075722,0.729260026420517,0.306029230664596,0.564231305069955,0.626639927939974,0.769491864583055,0.916419223819633,0.7705825831264,0.856841614845385,0.644290954735232,0.574626708424613
"FBgn0002838",0.571305719095749,0.747640813297192,0.793040145833704,0.591983438845234,0.812641831376506,0.848027525835316,0.442524140425563,0.991712993106871,0.805723395156005,0.478344696334292,0.682273402088458,0.224172308251344,0.0792438679903436,0.118415335868921,0.361930073255204,0.672115482790579
"FBgn0002842",0.637841916210558,0.253244947538837,0.789668919600878,0.277857836794715,0.326967160072104,0.728872286269749,0.0309914079736003,0.00444339941475964,0.05347557277174,0.0980100890701737,0.177843664374478,0.0105437210754566,0.00489549722803172,0.0146223363423604,0.0414392176384454,0.0256594720648976
"FBgn0002855",0.913808843658525,0.543011518097569,0.84643238561847,0.323711296677534,0.938000378614092,0.448982587838193,0.282704445189525,0.659137274944059,0.668463403770258,0.121401564148852,0.195638383230244,0.978079959995021,0.301931181984041,0.391868815713172,0.176568089529557,0.322149742832
"FBgn0002856",0.987273281507358,0.706308256439427,0.441570015937998,0.0529922068901617,0.840266736462656,0.053384158172578,0.156683017818323,0.412575649577718,0.924850950166935,0.234144366853333,0.890009066582443,0.66977394207377,0.828778243551164,0.384185936041378,0.653948806279062,0.562910319471937
"FBgn0002862",0.867614653668007,0.77842491764052,0.837662844789447,0.862548363437957,0.550209425346308,0.757511522897693,0.106049276213925,0.0460725881235652,0.0218523309240093,0.732959051864343,0.208842801191955,0.0463296986003621,0.0951890574555111,0.0157719125824636,0.040813007615141,0.0402191630374183
"FBgn0002865",0.773676888049218,0.940284341254765,0.32878003475129,0.833980011997953,0.955872227944039,0.704732273225788,0.183146277019359,0.0505628818753456,0.0302281351861973,0.909718821992581,0.687762694283735,0.0727572444663601,0.103107628548007,0.0203149316610164,0.0423033416385878,0.0643164274390799
"FBgn0002868",0.460448048467136,0.209737778796199,0.266589244946084,0.00408034744108616,0.92330288712836,0.680816738537847,0.252318201964416,0.638513568326135,0.190445102259546,0.00607308579273121,0.0285508147107714,0.600036566435731,0.00668948544008193,0.654692256325052,0.0413004834446073,0.674505434227585
"FBgn0002869",0.0412835439095428,0.0591746536655243,0.772695000682837,0.070341480605866,0.211824096557235,0.113417523108579,0.738980763080642,0.564988369605689,0.679840178112833,0.0365027841940817,0.0573964686009771,0.444780516646402,0.668499377231056,0.118156202799388,0.738228527652025,0.272125126620166
"FBgn0002872",0.431713858419626,0.863892123666034,0.63948229660342,0.0705921154366483,0.0431580791363181,0.257462841776993,0.789687486321879,0.291967723989789,0.130299684232477,0.452898172515544,0.93968788984928,0.949973025290663,0.617101784277335,0.275765172568069,0.304569914548144,0.921154768998268
"FBgn0002873",0.998939145837608,0.561848481046627,0.535484606232129,0.010565121019026,0.921189616924856,0.559654479242385,0.0237718736682668,0.0477571504448338,0.0589049863851463,0.0888265222092773,0.0497756638356898,0.124569219424958,0.0537968238427758,0.0774167832076584,0.026986784279059,0.0507294933045074
"FBgn0002878",0.40526319134587,0.680635223946174,0.118579716960923,0.094431960649471,0.130020262422829,0.0510240579942295,0.0495714982443041,0.126320707002188,0.448679081922943,0.478056908359283,0.810631278136247,0.820980234870342,0.878196237171476,0.618479229772633,0.478453887522309,0.954630246570426
"FBgn0002887",0.256527078280765,0.754674325557348,0.344656034399197,0.84739989262408,0.176816702174251,0.467839807538007,0.58548274725412,0.353457132211704,0.188093895773362,0.786428628538385,0.968144278677999,0.283496589072685,0.320840590426677,0.295844831022108,0.058904056079179,0.424408580848985
"FBgn0002891",0.285108983333128,0.457205100458736,0.330906390827245,0.729097078180168,0.0506907951282962,0.284176704679749,0.0162055611543339,0.197683738451922,0.00524467492009862,0.110098132033634,0.967597390950318,0.128679070919022,0.13810056481702,0.168288240069983,0.274343999260099,0.0632391455221269
"FBgn0002899",0.51940075312843,0.8472844998373,0.778539708565928,0.481405219349718,0.0936199576661437,0.0336402791262941,0.146054231719799,0.367269856478893,0.87727596149013,0.745993019235742,0.246106054776195,0.0718550806928552,0.20114093070835,0.248655332034163,0.0657713426824065,0.157433511992718
"FBgn0002901",0.202541345865415,0.896664362815124,0.0993481230287509,0.822707064066751,0.314596946351955,0.490903512681648,0.219297351786255,0.246938329503988,0.506268576149801,0.388483282241001,0.414285963724486,0.24516534752807,0.848455947214687,0.213085179039168,0.169882229299244,0.617711841127691
"FBgn0002905",0.497985374471711,0.916392358137247,0.0510430984917159,0.362698643144445,0.0823786493018699,0.0490911434239547,0.228197361624744,0.56214433984664,0.648297459463143,0.900034914923062,0.78258649064211,0.907747476224928,0.324033172802133,0.952647253460267,0.344334166894878,0.164506743958159
"FBgn0002906",0.805454263835855,0.839947483599036,0.165729795894841,0.0481821654326326,0.116915950044743,0.269908162253336,0.201878193156266,0.330747394752965,0.792714828235672,0.826071144214479,0.974861460830579,0.289738865766089,0.083746703438139,0.746481706233745,0.213941698750133,0.657940453013823
"FBgn0002914",0.40162648856407,0.938920799328189,0.93976771531449,0.0363698984031159,0.516239919008506,0.501359369698716,0.939280769092203,0.782470284893286,0.763911102665315,0.536501064249309,0.679273426184373,0.841486378315028,0.952351174014612,0.756329355103919,0.379065758413519,0.771221471468367
"FBgn0002917",0.408982825785179,0.486338365210025,0.846831138393709,0.00728796875005945,0.95897818511531,0.154793120414458,0.596475700970665,0.719681065451679,0.2285490661304,0.61721714857621,0.231764535440284,0.346820905059054,0.385056116815308,0.320603876142263,0.231991492714039,0.337353557421725
"FBgn0002921",0.994454158003903,0.967082808004112,0.106396491790605,0.0248286981186703,0.423926247637834,0.0421277106706939,0.594825078498657,0.686953340710722,0.053384536792111,0.0952092029845013,0.0879994162468651,0.583313039428545,0.505514766207089,0.27431568993658,0.112317454380534,0.929827665158515
"FBgn0002922",0.976897401838715,0.84123218245384,0.419079483899329,0.671663214303805,0.465220528555286,0.118288786180473,0.030241469083658,0.339886556466133,0.53633491362581,0.357846514784028,0.750852573520563,0.40724638209037,0.491098965162618,0.577814259864401,0.354774991714081,0.296401550509376
"FBgn0002924",0.687006667974511,0.359249306862568,0.341466283718748,0.683896105072152,0.156666242763933,0.249223969992166,0.0556539067202796,0.136966358644041,0.664723799968551,0.629543781379766,0.838956976266846,0.51530365630522,0.165897344484075,0.2314151979663,0.155297238238341,0.467386912243317
