"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0051636",1.05571381111893,1.45969831339673,0.945788027297851,2.97897226378005,11.2027304953867,0.00029277821385968,0.0140225548221836
"FBgn0036273",-0.472098514760608,-0.206044506242698,-0.0314338145497313,4.26827884090721,11.1969954463473,0.000293590663496773,0.0140225548221836
"FBgn0027528",0.904979012664633,0.697297180631053,0.517471029783578,5.37948626563899,11.1472020755664,0.000300751615918099,0.0143009517168288
"FBgn0031732",1.43470555847061,1.12719473181748,1.03825131416947,3.9118670329404,11.1397564879408,0.000301839096502258,0.0143009517168288
"FBgn0010292",0.166473607372969,0.562391241782178,-0.0902381263220463,4.23528486482061,11.1331403597335,0.000302809122233557,0.0143009517168288
"FBgn0034045",0.678488154607778,0.396601480992056,0.711780429294716,4.88887728374851,11.1193503920184,0.000304842177004574,0.0143427400126369
"FBgn0015038",0.872102297634422,1.18475658170072,0.537095296639244,3.23040466467153,11.1085029774561,0.000306452147668899,0.0143427400126369
"FBgn0000330",0.0181688622002981,0.580194056454196,-0.181520299109669,4.2440237306146,11.0976241650379,0.000308076341439849,0.0143427400126369
"FBgn0038463",0.954201737518807,-0.410614393042281,0.636834151800877,5.50591723351271,11.0966203450916,0.000308226695380995,0.0143427400126369
"FBgn0040257",1.0647352002471,1.74927989436993,0.914543896880318,2.28183155260238,11.0889467682688,0.000309378774451919,0.0143436159276115
"FBgn0014019",0.529054078772235,2.18729552507709,0.243061667087445,5.56798124754833,11.0545170036011,0.00031460758259493,0.0144293214910241
"FBgn0002571",2.18956688438093,1.06344249206139,1.70763072488493,5.75024059165933,11.0505589533115,0.000315214999051017,0.0144293214910241
"FBgn0263773",0.85498982589215,1.27630274372858,0.589243226036093,7.48691688014468,11.047429152071,0.000315696238732798,0.0144293214910241
"FBgn0031251",-0.637808796138541,-0.567203884319267,-0.442993217424137,6.28745827174754,11.046836397184,0.000315787473573018,0.0144293214910241
"FBgn0259785",0.214896342887738,0.779456393115375,0.226625285436223,5.6195188430274,11.0100370862278,0.000321509702917788,0.0145925743843757
"FBgn0035082",0.500992248239677,0.659837024679135,0.279920544293186,3.85187613038424,11.0055009833245,0.00032222305741548,0.0145925743843757
"FBgn0035909",-0.371715001915481,0.843535077863758,-0.262032371652151,7.55695995429106,10.9989775863463,0.000323252044137134,0.0145925743843757
"FBgn0039452",-0.0911747266397424,-0.357099310127649,1.23028005183157,6.57668647558037,10.9944272345389,0.000323971984041208,0.0145925743843757
"FBgn0262801",-0.14144119519498,0.6189781792758,-0.322435914513766,6.21605496387808,10.9840614254244,0.000325618733543611,0.0146147386895797
"FBgn0029648",0.667867681787251,0.11140195309522,0.371698786415745,4.53798557167735,10.9746536438161,0.000327121399335234,0.0146229592935493
"FBgn0085195",1.23204140328222,1.92631098350914,1.29644381681054,8.39399326694522,10.9586275682804,0.000329699080961293,0.0146229592935493
