"","logFoldChange.t1.t0","logFoldChange.t2.t0","logFoldChange.t4.t0","logFoldChange.t5.t0","logFoldChange.t6.t0","logFoldChange.t8.t0","logFoldChange.t10.t0","logFoldChange.t12.t0","logFoldChange.t14.t0","logFoldChange.t16.t0","logFoldChange.t20.t0","logFoldChange.t24.t0","logFoldChange.t30.t0","logFoldChange.t36.t0","logFoldChange.t42.t0","logFoldChange.t48.t0"
"FBgn0000038",-0.102838528257422,-0.051740191273022,-0.213376787868872,-0.240040728249338,-0.106189843326642,-0.307574365994553,-0.22542211389191,-0.199241521517859,-0.157784706787075,-0.158075893675382,-0.253963589534711,-0.21875459110582,-0.226724345722177,-0.209593332853999,-0.179985870642602,-0.178258890052801
"FBgn0000039",-0.126752975226421,-0.0522562401502942,-0.217424581118571,-0.131678747129583,-0.0476315394696796,-0.313164830498232,-0.193733065424547,-0.187444686853242,-0.214926428968057,-0.200550889614905,-0.447959791887367,-0.201183105292714,-0.184073289593337,-0.219530581729971,-0.223266636905508,-0.188978633005134
"FBgn0000042",0.117663698105465,0.319746558833284,0.0217693107921093,0.163718723119564,0.0993298499208404,-0.103186366848234,0.0627908637644374,0.125091994310292,0.0605914608112759,-0.0543182860469873,0.136002711618097,0.309863504714404,0.385934878227133,0.305209342399177,0.15831085009355,0.11123731236979
"FBgn0000043",0.096426243500904,0.307881083156005,0.193475872487467,0.0115930995883042,0.285329384382906,0.173777182223817,-0.0483994696163625,0.02501377364944,0.0909983852762393,-0.0328524466498283,0.149457338274342,0.00488346905388681,0.115687210328713,0.0666321430939876,-0.0451226974189876,-0.0906935422209267
"FBgn0000044",-0.169575537681476,-0.19548871852084,-0.317005863213994,-0.281675291248552,-0.372988010055218,-0.429273293729914,-0.19379236174156,-0.334705206285284,-0.454355397789778,-0.523635696306368,-0.555496012378219,-0.495985775591631,-0.546839523852263,-0.798223426969905,-0.662545171404799,-0.851914362986202
"FBgn0000045",-0.485784124588861,-0.50323019950044,-0.508261848153372,-0.361785287393477,-0.53935386888206,-0.590132313950955,-0.469946078439014,-0.486927739230078,-0.744359741485535,-0.747574919607862,-0.975204463633075,-0.658929363235901,-1.0215356407341,-0.961887389976901,-1.04363457763126,-1.14326179707814
"FBgn0000046",-0.121679798628174,-0.113680027479045,-0.169785553873734,-0.138836786822127,-0.11325832406683,-0.299853453722553,-0.240788895996209,-0.316161813134617,-0.355450151599616,-0.283286181435761,-0.307789995593662,-0.372496424639351,-0.341033535759294,-0.471812702510293,-0.471733700777984,-0.469427312425884
"FBgn0000047",-0.779977148817937,-0.757285472020088,-0.593194350188204,-0.689030138555725,-0.624559434625174,-0.194458947737766,-0.0527451722447028,-0.448361762927164,-0.412362812680234,-0.233151959154712,-0.878843861852252,-0.0352582606417329,-0.198028126623891,-0.892904832656943,-0.769946430345384,-1.17496340297986
"FBgn0000052",0.53301573537308,0.235700111844147,-0.355127053874632,-0.558855756835476,-0.145230460165713,0.163720414568066,0.55660774069348,0.503312152554246,-0.169571759244413,-0.0879033563247624,-0.000289698039229513,0.482217074625052,0.747383508349632,0.628138098563836,-0.0334458877523653,1.12900416717272
"FBgn0000053",0.520477176454492,0.676498012630309,-0.225587090215678,-0.659205494700124,-0.303373255962998,-0.0887529774823221,0.6228925876767,0.390065940061301,0.0255354658128208,-0.0179376906141417,0.211982821539457,0.483386361514808,0.879952478307493,0.801207229648966,0.260601293719142,1.57351291810422
"FBgn0000055",-0.897511133489008,-0.591333648259813,-1.29812363528309,-1.21519775856336,-1.20352430411455,-0.507801804281064,-0.36582112097639,-0.617579744496239,-1.26909186645861,-0.950609888955313,-0.474250219392719,0.0921739578875966,-0.0259045273695011,-0.0439070240084689,-0.356459580542996,0.339933554841749
"FBgn0000057",-0.205115826895599,-0.0907268273584716,0.0589649237435816,-0.19076854427966,-0.0772937966149563,-0.0842640304735802,-0.127108002762926,-0.164562808582278,-0.246917821594775,-0.205801455900887,0.0758998942519966,-0.0688178469663301,-0.0673197096389755,-0.192439198479492,-0.121711007085467,0.0211034773023435
"FBgn0000063",0.0183898857681664,0.0831011632808281,0.277739109624211,0.04835866167033,0.104188348474928,0.165816980684456,0.122995639604818,-0.0192667815802476,-0.000268074805315432,0.123851244619221,0.131436877481397,-0.0401768642959217,-0.121010865625002,-0.112857261893293,-0.0916845473483954,0.0413995624185319
"FBgn0000064",-0.0720964838129099,-0.17551525219641,-0.400841153179924,-0.409522685844898,-0.440376185342316,-0.410826590371897,-0.21053324042259,-0.171547342979252,-0.362951019351847,-0.268103756097959,-0.0992362352381395,0.230990277891406,0.0337506926053681,-0.15044631769628,0.0720228974817143,0.142565980815847
"FBgn0000075",-0.0333280485767362,0.110088049585688,0.339802858000822,0.381091463453546,0.418673328544302,0.40951226152213,0.543832064297196,0.383773946380322,0.420264071946336,0.476704036364017,0.0245984938336128,0.375588223596667,0.442836825612801,0.391659268887483,0.122770392138639,0.0550738675389824
"FBgn0000077",0.0437885455982179,0.152264771863832,-0.0207949244772103,0.385222680112881,0.295289892740079,0.0734837371169013,0.314189278369917,0.379493266454377,0.343784919522686,0.29578995304612,0.272946493728647,0.356337164564419,0.327500786504698,0.3316529167411,0.254327628063616,0.240571799297717
"FBgn0000078",0.397189737361556,0.533715384916299,0.445279080353581,0.610163528184282,0.440511779108547,0.416269676163814,0.526659993161855,0.518478477699411,0.00802496180120293,0.275589960050837,0.942693284015185,1.14004640981661,0.996494922932783,0.696252070652166,0.870580594703181,0.823695402527298
"FBgn0000079",0.390643246463314,0.515699776028564,0.45236378053545,0.674448789094205,0.443167766146621,0.451327782074298,0.536290117475154,0.524432359310092,0.00119754299891994,0.252974169326405,0.937872857495799,1.11112135510993,0.992136893557394,0.688815136851392,0.834002092907481,0.826375804259177
"FBgn0000083",0.494214332078888,0.790399983061244,0.378269521323462,0.467033860027463,0.267544437058188,0.0238279457060244,0.219787423293624,0.142136628686028,0.04354545740361,-0.0109622897024657,0.0581880602548797,0.107090489004976,0.157536344177036,0.0682816336804297,-0.018564549929569,0.0421264217830259
"FBgn0000084",0.0760166853489137,0.206275116139227,0.00781283420249501,0.191360403810722,-0.023420392432997,-0.0337565822182233,0.171427087498668,0.109100605563146,-0.02959948065,0.00169160691775794,0.0392764178895595,0.136652051514969,0.0896484420428063,0.00590653934779883,0.0101347936769427,-0.00186380178719148
"FBgn0000092",-0.672699916377392,-0.629106077642365,-0.818187032056152,-0.764460001618659,-0.532803489491644,-0.471776527413496,0.0977598961867061,-0.133176105445639,-0.0598771374346749,-0.321050853007378,-0.63754016610782,-0.6069041553794,-0.211818589970681,0.259808427321707,-0.317635362902714,-0.729319055100349
"FBgn0000094",0.283016063172282,0.199460919218128,0.212466594422777,0.785677874649435,0.245994422251654,0.237489594903586,0.226085035563075,0.222301994745324,0.326893636533603,0.108750334030729,0.0248067873620172,0.0311654940138499,-0.146130665097822,-0.198653949219342,-0.312269264094764,-0.283641824662695
"FBgn0000097",0.139854033474925,0.251960168461823,-0.000895767791059043,-0.281657792709561,0.0809326028088311,-0.115237662902985,0.0390309259787447,0.237324050713015,0.0459879863547545,-0.09372739311718,0.0171053323744639,0.288501687527061,0.19554139199437,0.310366215986914,-0.00716443358473295,0.314807294885878
"FBgn0000100",0.0118234685079734,0.0376729769585893,-0.110460828401706,0.207210911037999,-0.0767463546467031,0.0361376377357168,0.152049143463698,0.13650392374012,-0.0221884827214129,0.0201418305697629,0.13517150399373,0.153523997838573,0.155352224277159,0.0870267149650026,0.211785303097093,0.183498327397166
"FBgn0000108",-0.0891104595963554,-0.0881858891012497,-0.130794264349411,-0.322157572176533,0.0527840986428725,-0.17798347343602,-0.101200849010114,-0.0355119300672264,-0.136255492834882,-0.0653384180543872,-0.156942641670837,-0.0650860368940558,-0.0656451102288393,0.0271931541658033,-0.0336837556286946,0.011992753046588
"FBgn0000109",0.0447270778181048,-0.0817796313192423,-0.235397676813557,0.1313281002574,-0.0858169314363733,0.0591530976126409,0.123225960117787,0.207668156742155,-0.0116090219997123,0.239004754413124,0.243799212627698,0.192412254076896,0.291870230712088,0.233935580391794,0.429269007458518,0.066655145956529
"FBgn0000114",-0.0345511021712586,-0.0312987559435829,0.0700240632524061,-0.438962895616834,-0.00613690611914386,0.09139807300771,-0.178146805991044,-0.244504123757789,-0.294370092667423,-0.0529954876877881,-0.0738172039298419,-0.283319420544863,-0.210701523639385,-0.328406690943375,-0.411342484986545,-0.243721220278086
"FBgn0000115",0.0753537841696801,0.138931939765188,0.121697165110158,0.375039849541098,0.144702873105887,0.196199363311329,0.356328840871794,0.245426774585659,0.191570011853167,0.181959644873529,0.192265613031712,0.226007772367883,0.274083736136903,0.177500735931497,0.274783000690864,0.141496559545711
"FBgn0000116",-0.168438529074184,-0.150717000628307,-0.252439196971782,-0.19378876061146,-0.269386342115306,-0.460601684495821,-0.281113386335957,-0.177476182475676,-0.331413035865843,-0.255192012399201,-0.275219764458932,0.0117733551639354,-0.267991383660972,-0.206806021271378,-0.0745746050246403,-0.0876994951685202
"FBgn0000117",-0.0466168968931076,0.0740925524958671,-0.0530086366408717,-0.148635923773027,0.1332900547927,0.0646728214236942,0.230628799084609,0.234421578844901,0.140323682096319,0.113057488833919,0.165504360216131,0.164250334455843,0.216180300802419,0.173973015721582,0.138054887944878,0.158115217638007
"FBgn0000119",-0.0473320119141576,0.086834797054717,-0.0693834855374718,-0.325261999824169,0.13948450325463,-0.0114075826272533,0.0711190794512646,0.184792256541431,0.15159786015556,0.0173586021798835,0.247552002474919,0.0876830096654206,0.0486604598351494,0.12367821496251,0.187798135628754,0.204455590461242
"FBgn0000120",0.00469109269618428,0.0316149538043469,0.0552281200525435,0.14450161303974,0.0130738391659193,0.107471525277184,0.221181365079355,0.247633015592355,0.134608085554285,0.0775349373821683,0.0338172820284566,0.153493991816754,0.164673554133884,0.202056480078438,0.151611229311364,0.127452226868037
"FBgn0000121",-0.0370374894413068,0.0352055757632375,-0.038328791783437,0.0462866815226146,-0.0552861595291176,-0.0654094706588104,0.0353354286913898,-0.0166381347466587,-0.0254777129869712,0.0715526078223316,0.146813785757614,0.137235079029807,0.134167834571155,-0.00311923308830231,0.121867517600561,0.134187113040053
"FBgn0000139",-0.087857560594407,-0.0971504925795514,-0.0784245358518136,0.197086243685924,-0.0529754704844816,-0.0353907764534958,0.0440832765483927,0.0134055000175808,-0.0244017492224122,0.100366736393314,0.12131884532797,0.0113602369413099,0.107273603431988,-0.060608160677158,0.0395999237633591,0.102307126888487
"FBgn0000140",0.13222019302012,0.158700657172164,0.262221263129401,-0.389835163271067,0.149369845487397,0.169709139013188,-0.222515748902598,-0.193129202155403,-0.0368135345481297,-0.0345707373370949,-0.122522111345103,-0.245644644568306,-0.199567950504904,-0.148544735548614,-0.250661089078534,-0.161486156892409
"FBgn0000146",-0.196120216280877,0.103127181423557,0.00466920835788098,-0.308778204614624,-0.180356056369114,-0.0716540997594421,-0.147540274188594,-0.251694680266973,-0.321612453929546,-0.0635537885663942,-0.423286322528588,-0.347018419075811,-0.36788243681361,-0.283745627470979,-0.410455610749682,-0.224464058568871
